Kernel,nu,Parameters,AUC-ROC
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.0, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.0}",0.9674853801169591
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.0, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.5}",0.9674853801169591
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.0, 'delta': 1.0, 'lambda': 0.0, 'mu': -0.5}",0.9670175438596491
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.0, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.0}",0.9670175438596491
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.0, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.5}",0.9670175438596491
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.0, 'delta': 1.0, 'lambda': 1.0, 'mu': -0.5}",0.9742690058479533
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.0, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.0}",0.9742690058479533
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.0, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.5}",0.9742690058479533
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.0, 'delta': 1.0, 'lambda': 2.0, 'mu': -0.5}",0.9515789473684211
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.0, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.0}",0.9515789473684211
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.0, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.5}",0.9515789473684211
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.0, 'delta': 1.5, 'lambda': -1.0, 'mu': -0.5}",0.9691228070175438
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.0, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.0}",0.9691228070175438
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.0, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.5}",0.9691228070175438
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.0, 'delta': 1.5, 'lambda': 0.0, 'mu': -0.5}",0.9747368421052631
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.0, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.0}",0.9747368421052631
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.0, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.5}",0.9747368421052631
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.0, 'delta': 1.5, 'lambda': 1.0, 'mu': -0.5}",0.9705263157894737
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.0, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.0}",0.9705263157894737
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.0, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.5}",0.9705263157894737
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.0, 'delta': 1.5, 'lambda': 2.0, 'mu': -0.5}",0.9340350877192982
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.0, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.0}",0.9340350877192982
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.0, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.5}",0.9340350877192982
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': -0.5}",0.9635087719298245
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.0}",0.9635087719298245
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.5}",0.9635087719298245
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': -0.5}",0.9623391812865497
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.0}",0.9623391812865497
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.5}",0.9623391812865497
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': -0.5}",0.9541520467836258
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.0}",0.9541520467836258
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.5}",0.9541520467836258
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': -0.5}",0.823859649122807
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.0}",0.823859649122807
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.5}",0.823859649122807
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': -0.5}",0.9644444444444444
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.0}",0.9644444444444444
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.5}",0.9644444444444444
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': -0.5}",0.9590643274853802
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.0}",0.9590643274853802
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.5}",0.9590643274853802
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': -0.5}",0.9242105263157895
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.0}",0.9242105263157895
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.5}",0.9242105263157895
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': -0.5}",0.7873684210526316
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.0}",0.7873684210526316
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.5}",0.7873684210526316
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': -0.5}",0.9749707602339182
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.0}",0.9749707602339182
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.5}",0.9749707602339182
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': -0.5}",0.9328654970760234
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.0}",0.9328654970760234
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.5}",0.9328654970760234
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': -0.5}",0.8935672514619883
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.0}",0.8935672514619883
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.5}",0.8935672514619883
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': -0.5}",0.7497076023391813
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.0}",0.7497076023391813
Full GH Kernel,0.2,"{'alpha': 1.0, 'beta': 0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.5}",0.7497076023391813
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': -0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': -0.5}",0.9550877192982457
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': -0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.0}",0.9550877192982457
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': -0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.5}",0.9550877192982457
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': -0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': -0.5}",0.9543859649122807
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': -0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.0}",0.9543859649122807
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': -0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.5}",0.9543859649122807
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': -0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': -0.5}",0.9574269005847953
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': -0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.0}",0.9574269005847953
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': -0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.5}",0.9574269005847953
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': -0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': -0.5}",0.9614035087719298
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': -0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.0}",0.9614035087719298
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': -0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.5}",0.9614035087719298
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': -0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': -0.5}",0.9534502923976609
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': -0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.0}",0.9534502923976609
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': -0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.5}",0.9534502923976609
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': -0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': -0.5}",0.9571929824561404
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': -0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.0}",0.9571929824561404
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': -0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.5}",0.9571929824561404
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': -0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': -0.5}",0.959766081871345
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': -0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.0}",0.959766081871345
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': -0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.5}",0.959766081871345
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': -0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': -0.5}",0.9618713450292398
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': -0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.0}",0.9618713450292398
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': -0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.5}",0.9618713450292398
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': -0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': -0.5}",0.9583625730994152
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': -0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.0}",0.9583625730994152
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': -0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.5}",0.9583625730994152
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': -0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': -0.5}",0.9590643274853802
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': -0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.0}",0.9590643274853802
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': -0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.5}",0.9590643274853802
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': -0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': -0.5}",0.9609356725146199
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': -0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.0}",0.9609356725146199
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': -0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.5}",0.9609356725146199
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': -0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': -0.5}",0.9635087719298245
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': -0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.0}",0.9635087719298245
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': -0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.5}",0.9635087719298245
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.0, 'delta': 0.5, 'lambda': -1.0, 'mu': -0.5}",0.9585964912280702
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.0, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.0}",0.9585964912280702
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.0, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.5}",0.9585964912280702
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.0, 'delta': 0.5, 'lambda': 0.0, 'mu': -0.5}",0.9569590643274853
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.0, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.0}",0.9569590643274853
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.0, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.5}",0.9569590643274853
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.0, 'delta': 0.5, 'lambda': 1.0, 'mu': -0.5}",0.9623391812865497
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.0, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.0}",0.9623391812865497
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.0, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.5}",0.9623391812865497
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.0, 'delta': 0.5, 'lambda': 2.0, 'mu': -0.5}",0.9728654970760234
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.0, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.0}",0.9728654970760234
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.0, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.5}",0.9728654970760234
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.0, 'lambda': -1.0, 'mu': -0.5}",0.9649122807017544
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.0}",0.9649122807017544
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.5}",0.9649122807017544
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.0, 'lambda': 0.0, 'mu': -0.5}",0.9639766081871345
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.0}",0.9639766081871345
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.5}",0.9639766081871345
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.0, 'lambda': 1.0, 'mu': -0.5}",0.9705263157894737
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.0}",0.9705263157894737
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.5}",0.9705263157894737
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.0, 'lambda': 2.0, 'mu': -0.5}",0.9749707602339182
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.0}",0.9749707602339182
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.5}",0.9749707602339182
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.5, 'lambda': -1.0, 'mu': -0.5}",0.9674853801169591
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.0}",0.9674853801169591
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.5}",0.9674853801169591
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.5, 'lambda': 0.0, 'mu': -0.5}",0.9714619883040936
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.0}",0.9714619883040936
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.5}",0.9714619883040936
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.5, 'lambda': 1.0, 'mu': -0.5}",0.9770760233918129
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.0}",0.9770760233918129
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.5}",0.9770760233918129
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.5, 'lambda': 2.0, 'mu': -0.5}",0.9714619883040936
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.0}",0.9714619883040936
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.5}",0.9714619883040936
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': -0.5}",0.9651461988304094
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.0}",0.9651461988304094
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.5}",0.9651461988304094
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': -0.5}",0.9665497076023392
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.0}",0.9665497076023392
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.5}",0.9665497076023392
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': -0.5}",0.967953216374269
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.0}",0.967953216374269
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.5}",0.967953216374269
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': -0.5}",0.9242105263157895
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.0}",0.9242105263157895
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.5}",0.9242105263157895
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': -0.5}",0.967953216374269
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.0}",0.967953216374269
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.5}",0.967953216374269
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': -0.5}",0.9766081871345029
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.0}",0.9766081871345029
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.5}",0.9766081871345029
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': -0.5}",0.9532163742690059
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.0}",0.9532163742690059
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.5}",0.9532163742690059
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': -0.5}",0.9244444444444445
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.0}",0.9244444444444445
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.5}",0.9244444444444445
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': -0.5}",0.9836257309941521
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.0}",0.9836257309941521
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.5}",0.9836257309941521
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': -0.5}",0.9621052631578948
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.0}",0.9621052631578948
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.5}",0.9621052631578948
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': -0.5}",0.9099415204678363
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.0}",0.9099415204678363
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.5}",0.9099415204678363
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': -0.5}",0.9069005847953217
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.0}",0.9069005847953217
Full GH Kernel,0.2,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.5}",0.9069005847953217
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': -0.5}",0.9550877192982457
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.0}",0.9550877192982457
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.5}",0.9550877192982457
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': -0.5}",0.9541520467836258
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.0}",0.9541520467836258
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.5}",0.9541520467836258
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': -0.5}",0.9541520467836258
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.0}",0.9541520467836258
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.5}",0.9541520467836258
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': -0.5}",0.9585964912280702
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.0}",0.9585964912280702
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.5}",0.9585964912280702
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': -0.5}",0.9539181286549707
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.0}",0.9539181286549707
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.5}",0.9539181286549707
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': -0.5}",0.9555555555555556
Full GH Kernel,0.2,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.0}",0.9555555555555556
